frequency,ecsFile,variable,value
109000,35dB_maxComp,minorAxisAngleOffset,-0.059
110000,35dB_maxComp,minorAxisAngleOffset,-0.063
111000,35dB_maxComp,minorAxisAngleOffset,-0.055
112000,35dB_maxComp,minorAxisAngleOffset,-0.035
113000,35dB_maxComp,minorAxisAngleOffset,-0.021
114000,35dB_maxComp,minorAxisAngleOffset,-0.012
118000,35dB_maxComp,minorAxisAngleOffset,-0.014
119000,35dB_maxComp,minorAxisAngleOffset,-0.008
120000,35dB_maxComp,minorAxisAngleOffset,-0.002
121000,35dB_maxComp,minorAxisAngleOffset,-0.003
122000,35dB_maxComp,minorAxisAngleOffset,-0.005
123000,35dB_maxComp,minorAxisAngleOffset,-0.003
124000,35dB_maxComp,minorAxisAngleOffset,-0.002
125000,35dB_maxComp,minorAxisAngleOffset,-0.005
126000,35dB_maxComp,minorAxisAngleOffset,-0.006
127000,35dB_maxComp,minorAxisAngleOffset,-0.006
128000,35dB_maxComp,minorAxisAngleOffset,-0.01
129000,35dB_maxComp,minorAxisAngleOffset,-0.017
130000,35dB_maxComp,minorAxisAngleOffset,-0.02
131000,35dB_maxComp,minorAxisAngleOffset,-0.021
138000,35dB_maxComp,minorAxisAngleOffset,-0.038
139000,35dB_maxComp,minorAxisAngleOffset,-0.04
140000,35dB_maxComp,minorAxisAngleOffset,-0.038
141000,35dB_maxComp,minorAxisAngleOffset,-0.036
142000,35dB_maxComp,minorAxisAngleOffset,-0.034
143000,35dB_maxComp,minorAxisAngleOffset,-0.029
144000,35dB_maxComp,minorAxisAngleOffset,-0.024
145000,35dB_maxComp,minorAxisAngleOffset,-0.021
146000,35dB_maxComp,minorAxisAngleOffset,-0.013
147000,35dB_maxComp,minorAxisAngleOffset,-0.004
148000,35dB_maxComp,minorAxisAngleOffset,0.001
149000,35dB_maxComp,minorAxisAngleOffset,0.001
150000,35dB_maxComp,minorAxisAngleOffset,0.001
151000,35dB_maxComp,minorAxisAngleOffset,0.002
152000,35dB_maxComp,minorAxisAngleOffset,0.003
153000,35dB_maxComp,minorAxisAngleOffset,0.006
154000,35dB_maxComp,minorAxisAngleOffset,0.008
155000,35dB_maxComp,minorAxisAngleOffset,0.01
156000,35dB_maxComp,minorAxisAngleOffset,0.014
157000,35dB_maxComp,minorAxisAngleOffset,0.02
158000,35dB_maxComp,minorAxisAngleOffset,0.023
159000,35dB_maxComp,minorAxisAngleOffset,0.027
160000,35dB_maxComp,minorAxisAngleOffset,0.033
161000,35dB_maxComp,minorAxisAngleOffset,0.037
162000,35dB_maxComp,minorAxisAngleOffset,0.039
163000,35dB_maxComp,minorAxisAngleOffset,0.042
167000,35dB_maxComp,minorAxisAngleOffset,0.042
168000,35dB_maxComp,minorAxisAngleOffset,0.04
169000,35dB_maxComp,minorAxisAngleOffset,0.035
170000,35dB_maxComp,minorAxisAngleOffset,0.035
176000,35dB_maxComp,minorAxisAngleOffset,-0.205
177000,35dB_maxComp,minorAxisAngleOffset,-0.216
178000,35dB_maxComp,minorAxisAngleOffset,-0.238
179000,35dB_maxComp,minorAxisAngleOffset,-0.27
180000,35dB_maxComp,minorAxisAngleOffset,-0.269
181000,35dB_maxComp,minorAxisAngleOffset,-0.243
182000,35dB_maxComp,minorAxisAngleOffset,-0.246
183000,35dB_maxComp,minorAxisAngleOffset,-0.247
184000,35dB_maxComp,minorAxisAngleOffset,-0.229
185000,35dB_maxComp,minorAxisAngleOffset,-0.238
186000,35dB_maxComp,minorAxisAngleOffset,-0.308
187000,35dB_maxComp,minorAxisAngleOffset,-0.43
188000,35dB_maxComp,minorAxisAngleOffset,-0.509
189000,35dB_maxComp,minorAxisAngleOffset,-0.457
190000,35dB_maxComp,minorAxisAngleOffset,-0.4
191000,35dB_maxComp,minorAxisAngleOffset,-0.396
192000,35dB_maxComp,minorAxisAngleOffset,-0.398
193000,35dB_maxComp,minorAxisAngleOffset,-0.361
194000,35dB_maxComp,minorAxisAngleOffset,-0.306
195000,35dB_maxComp,minorAxisAngleOffset,-0.267
196000,35dB_maxComp,minorAxisAngleOffset,-0.237
197000,35dB_maxComp,minorAxisAngleOffset,-0.194
198000,35dB_maxComp,minorAxisAngleOffset,-0.162
199000,35dB_maxComp,minorAxisAngleOffset,-0.167
200000,35dB_maxComp,minorAxisAngleOffset,-0.19
201000,35dB_maxComp,minorAxisAngleOffset,-0.196
202000,35dB_maxComp,minorAxisAngleOffset,-0.181
203000,35dB_maxComp,minorAxisAngleOffset,-0.173
204000,35dB_maxComp,minorAxisAngleOffset,-0.172
205000,35dB_maxComp,minorAxisAngleOffset,-0.168
206000,35dB_maxComp,minorAxisAngleOffset,-0.164
212000,35dB_maxComp,minorAxisAngleOffset,-0.178
213000,35dB_maxComp,minorAxisAngleOffset,-0.177
214000,35dB_maxComp,minorAxisAngleOffset,-0.18
215000,35dB_maxComp,minorAxisAngleOffset,-0.183
216000,35dB_maxComp,minorAxisAngleOffset,-0.184
217000,35dB_maxComp,minorAxisAngleOffset,-0.185
218000,35dB_maxComp,minorAxisAngleOffset,-0.187
219000,35dB_maxComp,minorAxisAngleOffset,-0.185
220000,35dB_maxComp,minorAxisAngleOffset,-0.181
221000,35dB_maxComp,minorAxisAngleOffset,-0.18
222000,35dB_maxComp,minorAxisAngleOffset,-0.181
223000,35dB_maxComp,minorAxisAngleOffset,-0.184
224000,35dB_maxComp,minorAxisAngleOffset,-0.19
225000,35dB_maxComp,minorAxisAngleOffset,-0.197
226000,35dB_maxComp,minorAxisAngleOffset,-0.199
227000,35dB_maxComp,minorAxisAngleOffset,-0.199
228000,35dB_maxComp,minorAxisAngleOffset,-0.201
229000,35dB_maxComp,minorAxisAngleOffset,-0.203
230000,35dB_maxComp,minorAxisAngleOffset,-0.202
231000,35dB_maxComp,minorAxisAngleOffset,-0.199
232000,35dB_maxComp,minorAxisAngleOffset,-0.196
233000,35dB_maxComp,minorAxisAngleOffset,-0.191
234000,35dB_maxComp,minorAxisAngleOffset,-0.186
235000,35dB_maxComp,minorAxisAngleOffset,-0.185
236000,35dB_maxComp,minorAxisAngleOffset,-0.184
237000,35dB_maxComp,minorAxisAngleOffset,-0.179
238000,35dB_maxComp,minorAxisAngleOffset,-0.174
239000,35dB_maxComp,minorAxisAngleOffset,-0.169
240000,35dB_maxComp,minorAxisAngleOffset,-0.16
241000,35dB_maxComp,minorAxisAngleOffset,-0.145
247000,35dB_maxComp,minorAxisAngleOffset,-0.106
248000,35dB_maxComp,minorAxisAngleOffset,-0.099
249000,35dB_maxComp,minorAxisAngleOffset,-0.096
250000,35dB_maxComp,minorAxisAngleOffset,-0.092
251000,35dB_maxComp,minorAxisAngleOffset,-0.09
252000,35dB_maxComp,minorAxisAngleOffset,-0.094
253000,35dB_maxComp,minorAxisAngleOffset,-0.093
254000,35dB_maxComp,minorAxisAngleOffset,-0.091
255000,35dB_maxComp,minorAxisAngleOffset,-0.09
256000,35dB_maxComp,minorAxisAngleOffset,-0.092
257000,35dB_maxComp,minorAxisAngleOffset,-0.09
258000,35dB_maxComp,minorAxisAngleOffset,-0.091
259000,35dB_maxComp,minorAxisAngleOffset,-0.101
260000,35dB_maxComp,minorAxisAngleOffset,-0.101
45000,35dB_maxComp,majorAxisAngleOffset,0.038
46000,35dB_maxComp,majorAxisAngleOffset,-0.007
47000,35dB_maxComp,majorAxisAngleOffset,-0.043
48000,35dB_maxComp,majorAxisAngleOffset,-0.061
49000,35dB_maxComp,majorAxisAngleOffset,-0.058
50000,35dB_maxComp,majorAxisAngleOffset,-0.05
51000,35dB_maxComp,majorAxisAngleOffset,-0.043
52000,35dB_maxComp,majorAxisAngleOffset,-0.038
53000,35dB_maxComp,majorAxisAngleOffset,-0.032
54000,35dB_maxComp,majorAxisAngleOffset,-0.024
55000,35dB_maxComp,majorAxisAngleOffset,-0.015
56000,35dB_maxComp,majorAxisAngleOffset,-0.007
57000,35dB_maxComp,majorAxisAngleOffset,-0.003
58000,35dB_maxComp,majorAxisAngleOffset,-0.005
59000,35dB_maxComp,majorAxisAngleOffset,-0.011
60000,35dB_maxComp,majorAxisAngleOffset,-0.017
61000,35dB_maxComp,majorAxisAngleOffset,-0.022
62000,35dB_maxComp,majorAxisAngleOffset,-0.025
63000,35dB_maxComp,majorAxisAngleOffset,-0.023
64000,35dB_maxComp,majorAxisAngleOffset,-0.017
65000,35dB_maxComp,majorAxisAngleOffset,-0.018
66000,35dB_maxComp,majorAxisAngleOffset,-0.029
67000,35dB_maxComp,majorAxisAngleOffset,-0.034
68000,35dB_maxComp,majorAxisAngleOffset,-0.031
69000,35dB_maxComp,majorAxisAngleOffset,-0.029
70000,35dB_maxComp,majorAxisAngleOffset,-0.032
71000,35dB_maxComp,majorAxisAngleOffset,-0.033
72000,35dB_maxComp,majorAxisAngleOffset,-0.03
73000,35dB_maxComp,majorAxisAngleOffset,-0.028
74000,35dB_maxComp,majorAxisAngleOffset,-0.029
75000,35dB_maxComp,majorAxisAngleOffset,-0.029
76000,35dB_maxComp,majorAxisAngleOffset,-0.025
77000,35dB_maxComp,majorAxisAngleOffset,-0.022
78000,35dB_maxComp,majorAxisAngleOffset,-0.022
79000,35dB_maxComp,majorAxisAngleOffset,-0.023
80000,35dB_maxComp,majorAxisAngleOffset,-0.024
81000,35dB_maxComp,majorAxisAngleOffset,-0.026
82000,35dB_maxComp,majorAxisAngleOffset,-0.028
83000,35dB_maxComp,majorAxisAngleOffset,-0.035
84000,35dB_maxComp,majorAxisAngleOffset,-0.044
85000,35dB_maxComp,majorAxisAngleOffset,-0.052
94000,35dB_maxComp,majorAxisAngleOffset,-0.14
95000,35dB_maxComp,majorAxisAngleOffset,-0.141
96000,35dB_maxComp,majorAxisAngleOffset,-0.139
97000,35dB_maxComp,majorAxisAngleOffset,-0.13
98000,35dB_maxComp,majorAxisAngleOffset,-0.107
99000,35dB_maxComp,majorAxisAngleOffset,-0.078
100000,35dB_maxComp,majorAxisAngleOffset,-0.091
101000,35dB_maxComp,majorAxisAngleOffset,-0.111
102000,35dB_maxComp,majorAxisAngleOffset,-0.097
103000,35dB_maxComp,majorAxisAngleOffset,-0.061
104000,35dB_maxComp,majorAxisAngleOffset,-0.039
105000,35dB_maxComp,majorAxisAngleOffset,-0.053
106000,35dB_maxComp,majorAxisAngleOffset,-0.062
107000,35dB_maxComp,majorAxisAngleOffset,-0.065
108000,35dB_maxComp,majorAxisAngleOffset,-0.066
109000,35dB_maxComp,majorAxisAngleOffset,-0.061
110000,35dB_maxComp,majorAxisAngleOffset,-0.043
111000,35dB_maxComp,majorAxisAngleOffset,-0.029
112000,35dB_maxComp,majorAxisAngleOffset,-0.03
113000,35dB_maxComp,majorAxisAngleOffset,-0.029
114000,35dB_maxComp,majorAxisAngleOffset,-0.017
118000,35dB_maxComp,majorAxisAngleOffset,0.017
119000,35dB_maxComp,majorAxisAngleOffset,0.007
120000,35dB_maxComp,majorAxisAngleOffset,0.012
121000,35dB_maxComp,majorAxisAngleOffset,0.024
122000,35dB_maxComp,majorAxisAngleOffset,0.021
123000,35dB_maxComp,majorAxisAngleOffset,0.014
124000,35dB_maxComp,majorAxisAngleOffset,0.02
125000,35dB_maxComp,majorAxisAngleOffset,0.025
126000,35dB_maxComp,majorAxisAngleOffset,0.021
127000,35dB_maxComp,majorAxisAngleOffset,0.018
128000,35dB_maxComp,majorAxisAngleOffset,0.018
129000,35dB_maxComp,majorAxisAngleOffset,0.014
130000,35dB_maxComp,majorAxisAngleOffset,0.008
131000,35dB_maxComp,majorAxisAngleOffset,0.007
138000,35dB_maxComp,majorAxisAngleOffset,0.015
139000,35dB_maxComp,majorAxisAngleOffset,0.021
140000,35dB_maxComp,majorAxisAngleOffset,0.025
141000,35dB_maxComp,majorAxisAngleOffset,0.026
142000,35dB_maxComp,majorAxisAngleOffset,0.032
143000,35dB_maxComp,majorAxisAngleOffset,0.037
144000,35dB_maxComp,majorAxisAngleOffset,0.035
145000,35dB_maxComp,majorAxisAngleOffset,0.037
146000,35dB_maxComp,majorAxisAngleOffset,0.042
147000,35dB_maxComp,majorAxisAngleOffset,0.044
148000,35dB_maxComp,majorAxisAngleOffset,0.044
149000,35dB_maxComp,majorAxisAngleOffset,0.048
150000,35dB_maxComp,majorAxisAngleOffset,0.05
151000,35dB_maxComp,majorAxisAngleOffset,0.047
152000,35dB_maxComp,majorAxisAngleOffset,0.048
153000,35dB_maxComp,majorAxisAngleOffset,0.052
154000,35dB_maxComp,majorAxisAngleOffset,0.049
155000,35dB_maxComp,majorAxisAngleOffset,0.046
156000,35dB_maxComp,majorAxisAngleOffset,0.049
157000,35dB_maxComp,majorAxisAngleOffset,0.053
158000,35dB_maxComp,majorAxisAngleOffset,0.052
159000,35dB_maxComp,majorAxisAngleOffset,0.055
160000,35dB_maxComp,majorAxisAngleOffset,0.062
161000,35dB_maxComp,majorAxisAngleOffset,0.067
162000,35dB_maxComp,majorAxisAngleOffset,0.068
163000,35dB_maxComp,majorAxisAngleOffset,0.074
167000,35dB_maxComp,majorAxisAngleOffset,0.078
168000,35dB_maxComp,majorAxisAngleOffset,0.07
169000,35dB_maxComp,majorAxisAngleOffset,0.054
170000,35dB_maxComp,majorAxisAngleOffset,0.057
176000,35dB_maxComp,majorAxisAngleOffset,0.086
177000,35dB_maxComp,majorAxisAngleOffset,0.078
178000,35dB_maxComp,majorAxisAngleOffset,0.086
179000,35dB_maxComp,majorAxisAngleOffset,0.125
180000,35dB_maxComp,majorAxisAngleOffset,0.147
181000,35dB_maxComp,majorAxisAngleOffset,0.114
182000,35dB_maxComp,majorAxisAngleOffset,0.098
183000,35dB_maxComp,majorAxisAngleOffset,0.094
184000,35dB_maxComp,majorAxisAngleOffset,0.09
185000,35dB_maxComp,majorAxisAngleOffset,0.103
186000,35dB_maxComp,majorAxisAngleOffset,0.157
187000,35dB_maxComp,majorAxisAngleOffset,0.242
188000,35dB_maxComp,majorAxisAngleOffset,0.298
189000,35dB_maxComp,majorAxisAngleOffset,0.269
190000,35dB_maxComp,majorAxisAngleOffset,0.231
191000,35dB_maxComp,majorAxisAngleOffset,0.215
192000,35dB_maxComp,majorAxisAngleOffset,0.201
193000,35dB_maxComp,majorAxisAngleOffset,0.176
194000,35dB_maxComp,majorAxisAngleOffset,0.139
195000,35dB_maxComp,majorAxisAngleOffset,0.095
196000,35dB_maxComp,majorAxisAngleOffset,0.053
197000,35dB_maxComp,majorAxisAngleOffset,0.019
198000,35dB_maxComp,majorAxisAngleOffset,0.009
199000,35dB_maxComp,majorAxisAngleOffset,0.026
200000,35dB_maxComp,majorAxisAngleOffset,0.05
201000,35dB_maxComp,majorAxisAngleOffset,0.057
202000,35dB_maxComp,majorAxisAngleOffset,0.046
203000,35dB_maxComp,majorAxisAngleOffset,0.041
204000,35dB_maxComp,majorAxisAngleOffset,0.044
205000,35dB_maxComp,majorAxisAngleOffset,0.044
206000,35dB_maxComp,majorAxisAngleOffset,0.039
212000,35dB_maxComp,majorAxisAngleOffset,0.044
213000,35dB_maxComp,majorAxisAngleOffset,0.046
214000,35dB_maxComp,majorAxisAngleOffset,0.048
215000,35dB_maxComp,majorAxisAngleOffset,0.05
216000,35dB_maxComp,majorAxisAngleOffset,0.05
217000,35dB_maxComp,majorAxisAngleOffset,0.049
218000,35dB_maxComp,majorAxisAngleOffset,0.048
219000,35dB_maxComp,majorAxisAngleOffset,0.045
220000,35dB_maxComp,majorAxisAngleOffset,0.038
221000,35dB_maxComp,majorAxisAngleOffset,0.032
222000,35dB_maxComp,majorAxisAngleOffset,0.031
223000,35dB_maxComp,majorAxisAngleOffset,0.034
224000,35dB_maxComp,majorAxisAngleOffset,0.039
225000,35dB_maxComp,majorAxisAngleOffset,0.042
226000,35dB_maxComp,majorAxisAngleOffset,0.043
227000,35dB_maxComp,majorAxisAngleOffset,0.044
228000,35dB_maxComp,majorAxisAngleOffset,0.045
229000,35dB_maxComp,majorAxisAngleOffset,0.048
230000,35dB_maxComp,majorAxisAngleOffset,0.049
231000,35dB_maxComp,majorAxisAngleOffset,0.047
232000,35dB_maxComp,majorAxisAngleOffset,0.045
233000,35dB_maxComp,majorAxisAngleOffset,0.042
234000,35dB_maxComp,majorAxisAngleOffset,0.038
235000,35dB_maxComp,majorAxisAngleOffset,0.036
236000,35dB_maxComp,majorAxisAngleOffset,0.034
237000,35dB_maxComp,majorAxisAngleOffset,0.03
238000,35dB_maxComp,majorAxisAngleOffset,0.023
239000,35dB_maxComp,majorAxisAngleOffset,0.016
240000,35dB_maxComp,majorAxisAngleOffset,0.007
241000,35dB_maxComp,majorAxisAngleOffset,-0.006
247000,35dB_maxComp,majorAxisAngleOffset,-0.054
248000,35dB_maxComp,majorAxisAngleOffset,-0.056
249000,35dB_maxComp,majorAxisAngleOffset,-0.059
250000,35dB_maxComp,majorAxisAngleOffset,-0.064
251000,35dB_maxComp,majorAxisAngleOffset,-0.065
252000,35dB_maxComp,majorAxisAngleOffset,-0.063
253000,35dB_maxComp,majorAxisAngleOffset,-0.065
254000,35dB_maxComp,majorAxisAngleOffset,-0.067
255000,35dB_maxComp,majorAxisAngleOffset,-0.065
256000,35dB_maxComp,majorAxisAngleOffset,-0.064
257000,35dB_maxComp,majorAxisAngleOffset,-0.066
258000,35dB_maxComp,majorAxisAngleOffset,-0.061
259000,35dB_maxComp,majorAxisAngleOffset,-0.048
260000,35dB_maxComp,majorAxisAngleOffset,-0.059
45000,35dB_maxComp,minorAxisBeamWidth,9.987
46000,35dB_maxComp,minorAxisBeamWidth,9.944
47000,35dB_maxComp,minorAxisBeamWidth,9.831
48000,35dB_maxComp,minorAxisBeamWidth,9.507
49000,35dB_maxComp,minorAxisBeamWidth,9.308
50000,35dB_maxComp,minorAxisBeamWidth,9.218
51000,35dB_maxComp,minorAxisBeamWidth,8.984
52000,35dB_maxComp,minorAxisBeamWidth,8.748
53000,35dB_maxComp,minorAxisBeamWidth,8.644
54000,35dB_maxComp,minorAxisBeamWidth,8.535
55000,35dB_maxComp,minorAxisBeamWidth,8.344
56000,35dB_maxComp,minorAxisBeamWidth,8.174
57000,35dB_maxComp,minorAxisBeamWidth,8.079
58000,35dB_maxComp,minorAxisBeamWidth,7.972
59000,35dB_maxComp,minorAxisBeamWidth,7.798
60000,35dB_maxComp,minorAxisBeamWidth,7.672
61000,35dB_maxComp,minorAxisBeamWidth,7.584
62000,35dB_maxComp,minorAxisBeamWidth,7.429
63000,35dB_maxComp,minorAxisBeamWidth,7.255
64000,35dB_maxComp,minorAxisBeamWidth,7.156
65000,35dB_maxComp,minorAxisBeamWidth,7.093
66000,35dB_maxComp,minorAxisBeamWidth,6.946
67000,35dB_maxComp,minorAxisBeamWidth,6.797
68000,35dB_maxComp,minorAxisBeamWidth,6.697
69000,35dB_maxComp,minorAxisBeamWidth,6.592
70000,35dB_maxComp,minorAxisBeamWidth,6.461
71000,35dB_maxComp,minorAxisBeamWidth,6.36
72000,35dB_maxComp,minorAxisBeamWidth,6.275
73000,35dB_maxComp,minorAxisBeamWidth,6.165
74000,35dB_maxComp,minorAxisBeamWidth,6.042
75000,35dB_maxComp,minorAxisBeamWidth,5.936
76000,35dB_maxComp,minorAxisBeamWidth,5.844
77000,35dB_maxComp,minorAxisBeamWidth,5.752
78000,35dB_maxComp,minorAxisBeamWidth,5.675
79000,35dB_maxComp,minorAxisBeamWidth,5.595
80000,35dB_maxComp,minorAxisBeamWidth,5.491
81000,35dB_maxComp,minorAxisBeamWidth,5.389
82000,35dB_maxComp,minorAxisBeamWidth,5.308
83000,35dB_maxComp,minorAxisBeamWidth,5.233
84000,35dB_maxComp,minorAxisBeamWidth,5.147
85000,35dB_maxComp,minorAxisBeamWidth,5.08
94000,35dB_maxComp,minorAxisBeamWidth,8.241
95000,35dB_maxComp,minorAxisBeamWidth,8.2
96000,35dB_maxComp,minorAxisBeamWidth,8.075
97000,35dB_maxComp,minorAxisBeamWidth,7.939
98000,35dB_maxComp,minorAxisBeamWidth,7.85
99000,35dB_maxComp,minorAxisBeamWidth,7.737
100000,35dB_maxComp,minorAxisBeamWidth,7.591
101000,35dB_maxComp,minorAxisBeamWidth,7.524
102000,35dB_maxComp,minorAxisBeamWidth,7.551
103000,35dB_maxComp,minorAxisBeamWidth,7.613
104000,35dB_maxComp,minorAxisBeamWidth,7.566
105000,35dB_maxComp,minorAxisBeamWidth,7.468
106000,35dB_maxComp,minorAxisBeamWidth,7.342
107000,35dB_maxComp,minorAxisBeamWidth,7.204
108000,35dB_maxComp,minorAxisBeamWidth,7.151
109000,35dB_maxComp,minorAxisBeamWidth,7.219
110000,35dB_maxComp,minorAxisBeamWidth,7.223
111000,35dB_maxComp,minorAxisBeamWidth,7.07
112000,35dB_maxComp,minorAxisBeamWidth,6.981
113000,35dB_maxComp,minorAxisBeamWidth,7.031
114000,35dB_maxComp,minorAxisBeamWidth,7.03
118000,35dB_maxComp,minorAxisBeamWidth,6.58
119000,35dB_maxComp,minorAxisBeamWidth,6.469
120000,35dB_maxComp,minorAxisBeamWidth,6.428
121000,35dB_maxComp,minorAxisBeamWidth,6.379
122000,35dB_maxComp,minorAxisBeamWidth,6.27
123000,35dB_maxComp,minorAxisBeamWidth,6.197
124000,35dB_maxComp,minorAxisBeamWidth,6.177
125000,35dB_maxComp,minorAxisBeamWidth,6.111
126000,35dB_maxComp,minorAxisBeamWidth,6.031
127000,35dB_maxComp,minorAxisBeamWidth,6.009
128000,35dB_maxComp,minorAxisBeamWidth,5.99
129000,35dB_maxComp,minorAxisBeamWidth,5.907
130000,35dB_maxComp,minorAxisBeamWidth,5.831
131000,35dB_maxComp,minorAxisBeamWidth,5.807
138000,35dB_maxComp,minorAxisBeamWidth,5.352
139000,35dB_maxComp,minorAxisBeamWidth,5.284
140000,35dB_maxComp,minorAxisBeamWidth,5.246
141000,35dB_maxComp,minorAxisBeamWidth,5.233
142000,35dB_maxComp,minorAxisBeamWidth,5.208
143000,35dB_maxComp,minorAxisBeamWidth,5.164
144000,35dB_maxComp,minorAxisBeamWidth,5.11
145000,35dB_maxComp,minorAxisBeamWidth,5.05
146000,35dB_maxComp,minorAxisBeamWidth,4.997
147000,35dB_maxComp,minorAxisBeamWidth,4.97
148000,35dB_maxComp,minorAxisBeamWidth,4.953
149000,35dB_maxComp,minorAxisBeamWidth,4.906
150000,35dB_maxComp,minorAxisBeamWidth,4.855
151000,35dB_maxComp,minorAxisBeamWidth,4.85
152000,35dB_maxComp,minorAxisBeamWidth,4.849
153000,35dB_maxComp,minorAxisBeamWidth,4.812
154000,35dB_maxComp,minorAxisBeamWidth,4.764
155000,35dB_maxComp,minorAxisBeamWidth,4.727
156000,35dB_maxComp,minorAxisBeamWidth,4.684
157000,35dB_maxComp,minorAxisBeamWidth,4.638
158000,35dB_maxComp,minorAxisBeamWidth,4.605
159000,35dB_maxComp,minorAxisBeamWidth,4.569
160000,35dB_maxComp,minorAxisBeamWidth,4.521
161000,35dB_maxComp,minorAxisBeamWidth,4.481
162000,35dB_maxComp,minorAxisBeamWidth,4.459
163000,35dB_maxComp,minorAxisBeamWidth,4.431
167000,35dB_maxComp,minorAxisBeamWidth,4.32
168000,35dB_maxComp,minorAxisBeamWidth,4.292
169000,35dB_maxComp,minorAxisBeamWidth,4.307
170000,35dB_maxComp,minorAxisBeamWidth,4.343
176000,35dB_maxComp,minorAxisBeamWidth,7.132
177000,35dB_maxComp,minorAxisBeamWidth,6.981
178000,35dB_maxComp,minorAxisBeamWidth,6.945
179000,35dB_maxComp,minorAxisBeamWidth,7.123
180000,35dB_maxComp,minorAxisBeamWidth,7.169
181000,35dB_maxComp,minorAxisBeamWidth,6.872
182000,35dB_maxComp,minorAxisBeamWidth,6.785
183000,35dB_maxComp,minorAxisBeamWidth,6.916
184000,35dB_maxComp,minorAxisBeamWidth,6.943
185000,35dB_maxComp,minorAxisBeamWidth,6.756
186000,35dB_maxComp,minorAxisBeamWidth,6.706
187000,35dB_maxComp,minorAxisBeamWidth,6.849
188000,35dB_maxComp,minorAxisBeamWidth,6.959
189000,35dB_maxComp,minorAxisBeamWidth,6.858
190000,35dB_maxComp,minorAxisBeamWidth,6.761
191000,35dB_maxComp,minorAxisBeamWidth,6.678
192000,35dB_maxComp,minorAxisBeamWidth,6.547
193000,35dB_maxComp,minorAxisBeamWidth,6.452
194000,35dB_maxComp,minorAxisBeamWidth,6.397
195000,35dB_maxComp,minorAxisBeamWidth,6.273
196000,35dB_maxComp,minorAxisBeamWidth,6.126
197000,35dB_maxComp,minorAxisBeamWidth,6.045
198000,35dB_maxComp,minorAxisBeamWidth,5.98
199000,35dB_maxComp,minorAxisBeamWidth,5.867
200000,35dB_maxComp,minorAxisBeamWidth,5.749
201000,35dB_maxComp,minorAxisBeamWidth,5.715
202000,35dB_maxComp,minorAxisBeamWidth,5.752
203000,35dB_maxComp,minorAxisBeamWidth,5.721
204000,35dB_maxComp,minorAxisBeamWidth,5.597
205000,35dB_maxComp,minorAxisBeamWidth,5.502
206000,35dB_maxComp,minorAxisBeamWidth,5.504
212000,35dB_maxComp,minorAxisBeamWidth,5.294
213000,35dB_maxComp,minorAxisBeamWidth,5.243
214000,35dB_maxComp,minorAxisBeamWidth,5.25
215000,35dB_maxComp,minorAxisBeamWidth,5.252
216000,35dB_maxComp,minorAxisBeamWidth,5.223
217000,35dB_maxComp,minorAxisBeamWidth,5.204
218000,35dB_maxComp,minorAxisBeamWidth,5.183
219000,35dB_maxComp,minorAxisBeamWidth,5.117
220000,35dB_maxComp,minorAxisBeamWidth,5.036
221000,35dB_maxComp,minorAxisBeamWidth,4.994
222000,35dB_maxComp,minorAxisBeamWidth,4.966
223000,35dB_maxComp,minorAxisBeamWidth,4.931
224000,35dB_maxComp,minorAxisBeamWidth,4.924
225000,35dB_maxComp,minorAxisBeamWidth,4.948
226000,35dB_maxComp,minorAxisBeamWidth,4.938
227000,35dB_maxComp,minorAxisBeamWidth,4.913
228000,35dB_maxComp,minorAxisBeamWidth,4.916
229000,35dB_maxComp,minorAxisBeamWidth,4.922
230000,35dB_maxComp,minorAxisBeamWidth,4.896
231000,35dB_maxComp,minorAxisBeamWidth,4.864
232000,35dB_maxComp,minorAxisBeamWidth,4.84
233000,35dB_maxComp,minorAxisBeamWidth,4.806
234000,35dB_maxComp,minorAxisBeamWidth,4.773
235000,35dB_maxComp,minorAxisBeamWidth,4.764
236000,35dB_maxComp,minorAxisBeamWidth,4.757
237000,35dB_maxComp,minorAxisBeamWidth,4.728
238000,35dB_maxComp,minorAxisBeamWidth,4.696
239000,35dB_maxComp,minorAxisBeamWidth,4.668
240000,35dB_maxComp,minorAxisBeamWidth,4.621
241000,35dB_maxComp,minorAxisBeamWidth,4.558
247000,35dB_maxComp,minorAxisBeamWidth,4.381
248000,35dB_maxComp,minorAxisBeamWidth,4.328
249000,35dB_maxComp,minorAxisBeamWidth,4.324
250000,35dB_maxComp,minorAxisBeamWidth,4.323
251000,35dB_maxComp,minorAxisBeamWidth,4.294
252000,35dB_maxComp,minorAxisBeamWidth,4.274
253000,35dB_maxComp,minorAxisBeamWidth,4.268
254000,35dB_maxComp,minorAxisBeamWidth,4.236
255000,35dB_maxComp,minorAxisBeamWidth,4.197
256000,35dB_maxComp,minorAxisBeamWidth,4.192
257000,35dB_maxComp,minorAxisBeamWidth,4.194
258000,35dB_maxComp,minorAxisBeamWidth,4.143
259000,35dB_maxComp,minorAxisBeamWidth,4.113
260000,35dB_maxComp,minorAxisBeamWidth,4.225
45000,35dB_maxComp,majorAxisBeamWidth,9.844
46000,35dB_maxComp,majorAxisBeamWidth,9.792
47000,35dB_maxComp,majorAxisBeamWidth,9.655
48000,35dB_maxComp,majorAxisBeamWidth,9.294
49000,35dB_maxComp,majorAxisBeamWidth,9.049
50000,35dB_maxComp,majorAxisBeamWidth,8.938
